playId,playerId,gameId,season,week,gameDate,homeTeamId,visitorTeamId,seasonType,winningTeam
10005803,20130052,56248,2014,6,2014-10-12,610,3200,REG,3200
10005803,20130052,56248,2014,6,2014-10-12,610,3200,REG,3200
10006024,20130152,56426,2014,0,2014-08-03,610,3410,PRE,3410
10006024,20130152,56426,2014,0,2014-08-03,610,3410,PRE,3410
10006024,20130152,56426,2014,0,2014-08-03,610,3410,PRE,3410
10006035,20080142,56426,2014,0,2014-08-03,610,3410,PRE,3410
10006035,20080142,56426,2014,0,2014-08-03,610,3410,PRE,3410
10006035,20080142,56426,2014,0,2014-08-03,610,3410,PRE,3410
10006207,20130105,56333,2014,12,2014-11-24,610,3430,REG,610
10006207,20130105,56333,2014,12,2014-11-24,610,3430,REG,610
10006207,20130105,56333,2014,12,2014-11-24,610,3430,REG,610
10006426,20070126,56466,2014,3,2014-08-23,610,4900,PRE,4900
10006426,20070126,56466,2014,3,2014-08-23,610,4900,PRE,4900
10006426,20070126,56466,2014,3,2014-08-23,610,4900,PRE,4900
10006436,20110100,56466,2014,3,2014-08-23,610,4900,PRE,4900
10006436,20110100,56466,2014,3,2014-08-23,610,4900,PRE,4900
10006436,20110100,56466,2014,3,2014-08-23,610,4900,PRE,4900
10006664,20060019,56491,2014,1,2015-01-03,750,3800,WC,750
10006664,20060019,56491,2014,1,2015-01-03,750,3800,WC,750
10006664,20060019,56491,2014,1,2015-01-03,750,3800,WC,750
10006734,20120009,56491,2014,1,2015-01-03,750,3800,WC,750
10006734,20120009,56491,2014,1,2015-01-03,750,3800,WC,750
10006734,20120009,56491,2014,1,2015-01-03,750,3800,WC,750
10006754,20140128,56491,2014,1,2015-01-03,750,3800,WC,750
10006754,20140128,56491,2014,1,2015-01-03,750,3800,WC,750
10006754,20140128,56491,2014,1,2015-01-03,750,3800,WC,750
10006771,20130243,56318,2014,11,2014-11-16,750,200,REG,200
10006771,20130243,56318,2014,11,2014-11-16,750,200,REG,200
10006771,20130243,56318,2014,11,2014-11-16,750,200,REG,200
10006840,20130022,56318,2014,11,2014-11-16,750,200,REG,200
10006840,20130022,56318,2014,11,2014-11-16,750,200,REG,200
10006840,20130022,56318,2014,11,2014-11-16,750,200,REG,200
10007015,20110100,56434,2014,1,2014-08-08,750,610,PRE,610
10007015,20110100,56434,2014,1,2014-08-08,750,610,PRE,610
10007015,20110100,56434,2014,1,2014-08-08,750,610,PRE,610
10007047,20120143,56434,2014,1,2014-08-08,750,610,PRE,610
10007047,20120143,56434,2014,1,2014-08-08,750,610,PRE,610
10007047,20120143,56434,2014,1,2014-08-08,750,610,PRE,610
10007101,20130143,56434,2014,1,2014-08-08,750,610,PRE,610
10007101,20130143,56434,2014,1,2014-08-08,750,610,PRE,610
10007101,20130143,56434,2014,1,2014-08-08,750,610,PRE,610
10007123,20060043,56232,2014,5,2014-10-05,750,810,REG,750
10007123,20060043,56232,2014,5,2014-10-05,750,810,REG,750
10007123,20060043,56232,2014,5,2014-10-05,750,810,REG,750
10007166,20030068,56232,2014,5,2014-10-05,750,810,REG,750
10007166,20030068,56232,2014,5,2014-10-05,750,810,REG,750
10007166,20030068,56232,2014,5,2014-10-05,750,810,REG,750
10007243,20080098,56232,2014,5,2014-10-05,750,810,REG,750
10007243,20080098,56232,2014,5,2014-10-05,750,810,REG,750
10007243,20080098,56232,2014,5,2014-10-05,750,810,REG,750
10007364,20120205,56397,2014,16,2014-12-21,750,1050,REG,750
10007364,20120205,56397,2014,16,2014-12-21,750,1050,REG,750
10007364,20120205,56397,2014,16,2014-12-21,750,1050,REG,750
10007404,20120143,56397,2014,16,2014-12-21,750,1050,REG,750
10007404,20120143,56397,2014,16,2014-12-21,750,1050,REG,750
10007404,20120143,56397,2014,16,2014-12-21,750,1050,REG,750
10007544,20130744,56188,2014,2,2014-09-14,750,1540,REG,750
10007544,20130744,56188,2014,2,2014-09-14,750,1540,REG,750
10007544,20130744,56188,2014,2,2014-09-14,750,1540,REG,750
10007699,20130148,56456,2014,2,2014-08-17,750,2310,PRE,750
10007699,20130148,56456,2014,2,2014-08-17,750,2310,PRE,750
10007699,20130148,56456,2014,2,2014-08-17,750,2310,PRE,750
10007751,20040051,56291,2014,9,2014-10-30,750,3300,REG,3300
10007751,20040051,56291,2014,9,2014-10-30,750,3300,REG,3300
10007751,20040051,56291,2014,9,2014-10-30,750,3300,REG,3300
10007786,20120162,56291,2014,9,2014-10-30,750,3300,REG,3300
10007786,20120162,56291,2014,9,2014-10-30,750,3300,REG,3300
10007786,20120162,56291,2014,9,2014-10-30,750,3300,REG,3300
10008131,20120143,56278,2014,8,2014-10-26,750,4600,REG,4600
10008131,20120143,56278,2014,8,2014-10-26,750,4600,REG,4600
10008131,20120143,56278,2014,8,2014-10-26,750,4600,REG,4600
10008137,20130552,56278,2014,8,2014-10-26,750,4600,REG,4600
10008137,20130552,56278,2014,8,2014-10-26,750,4600,REG,4600
10008137,20130552,56278,2014,8,2014-10-26,750,4600,REG,4600
10008371,20120009,56382,2014,15,2014-12-14,750,4900,REG,750
10008371,20120009,56382,2014,15,2014-12-14,750,4900,REG,750
10008371,20120009,56382,2014,15,2014-12-14,750,4900,REG,750
10008427,20070168,56173,2014,1,2014-09-07,810,610,REG,610
10008427,20070168,56173,2014,1,2014-09-07,810,610,REG,610
10008427,20070168,56173,2014,1,2014-09-07,810,610,REG,610
10008464,20110093,56173,2014,1,2014-09-07,810,610,REG,610
10008464,20110093,56173,2014,1,2014-09-07,810,610,REG,610
10008464,20110093,56173,2014,1,2014-09-07,810,610,REG,610
10008496,20060134,56173,2014,1,2014-09-07,810,610,REG,610
10008496,20060134,56173,2014,1,2014-09-07,810,610,REG,610
10008496,20060134,56173,2014,1,2014-09-07,810,610,REG,610
10008695,20080143,56362,2014,14,2014-12-04,810,1200,REG,1200
10008695,20080143,56362,2014,14,2014-12-04,810,1200,REG,1200
10008695,20080143,56362,2014,14,2014-12-04,810,1200,REG,1200
10008750,20140131,56398,2014,16,2014-12-21,810,1540,REG,1540
10008750,20140131,56398,2014,16,2014-12-21,810,1540,REG,1540
10008750,20140131,56398,2014,16,2014-12-21,810,1540,REG,1540
10008761,20080194,56398,2014,16,2014-12-21,810,1540,REG,1540
10008761,20080194,56398,2014,16,2014-12-21,810,1540,REG,1540
10008761,20080194,56398,2014,16,2014-12-21,810,1540,REG,1540
10008858,20090112,56398,2014,16,2014-12-21,810,1540,REG,1540
10008858,20090112,56398,2014,16,2014-12-21,810,1540,REG,1540
10008858,20090112,56398,2014,16,2014-12-21,810,1540,REG,1540
10008966,20090026,56220,2014,4,2014-09-28,810,1800,REG,1800
10008966,20090026,56220,2014,4,2014-09-28,810,1800,REG,1800
10008966,20090026,56220,2014,4,2014-09-28,810,1800,REG,1800
10008980,20100592,56220,2014,4,2014-09-28,810,1800,REG,1800
10008980,20100592,56220,2014,4,2014-09-28,810,1800,REG,1800
10008980,20100592,56220,2014,4,2014-09-28,810,1800,REG,1800
10009114,20130169,56443,2014,2,2014-08-14,810,2250,PRE,810
10009114,20130169,56443,2014,2,2014-08-14,810,2250,PRE,810
10009114,20130169,56443,2014,2,2014-08-14,810,2250,PRE,810
10009187,20130649,56443,2014,2,2014-08-14,810,2250,PRE,810
10009187,20130649,56443,2014,2,2014-08-14,810,2250,PRE,810
10009187,20130649,56443,2014,2,2014-08-14,810,2250,PRE,810
10009232,20100163,56264,2014,7,2014-10-19,810,2700,REG,2700
10009232,20100163,56264,2014,7,2014-10-19,810,2700,REG,2700
10009232,20100163,56264,2014,7,2014-10-19,810,2700,REG,2700
10009412,20130025,56319,2014,11,2014-11-16,810,3000,REG,810
10009412,20130025,56319,2014,11,2014-11-16,810,3000,REG,810
10009412,20130025,56319,2014,11,2014-11-16,810,3000,REG,810
10009440,20120029,56319,2014,11,2014-11-16,810,3000,REG,810
10009440,20120029,56319,2014,11,2014-11-16,810,3000,REG,810
10009440,20120029,56319,2014,11,2014-11-16,810,3000,REG,810
10009484,20080194,56319,2014,11,2014-11-16,810,3000,REG,810
10009484,20080194,56319,2014,11,2014-11-16,810,3000,REG,810
10009484,20080194,56319,2014,11,2014-11-16,810,3000,REG,810
10009489,20100032,56393,2014,15,2014-12-15,810,3300,REG,3300
