playerId,nameFull,position,collegeId,college,ageAtDraft
19790086,Russell Davis,RB,48109,Michigan,22.64383561643836
19790087,Jeff Nixon,DB,23173,Richmond,22.567123287671233
19790088,Ulysses Norris,TE,30602,Georgia,22.30958904109589
19790089,Roy Green,WR,71999,Henderson State (AR),21.854794520547944
19790091,Vaughn Lusby,DB,72701,Arkansas,22.70684931506849
19790092,Jon Brooks,LB,29631,Clemson,21.876712328767123
19790093,Jim Kovach,LB,40506,Kentucky,23.019178082191786
19790095,Matt Miller,OT,80309,Colorado,22.772602739726032
19790097,Steve Dils,QB,94305,Stanford,23.416438356164388
19790098,Johnny Lynn,DB,90095,UCLA,22.383561643835613
19790100,Lynn Cain,RB,90089,USC,23.56164383561644
19790101,Charles Johnson,DB,71245,Grambling State (LA),23.0
19790102,Mark Bell,DE,80523,Colorado State,21.687671232876717
19790103,Don Warren,TE,92115,San Diego State,23.008219178082193
19790105,Charles Jefferson,DB,70607,McNeese State (LA),22.008219178082193
19790106,Eddie Hare,P,74104,Tulsa (OK),21.93972602739726
19790109,Ralph DeLoach,DE,94720,California,22.315068493150687
19790112,Earl Gant,RB,65211,Missouri,21.83835616438356
19790114,Rod Kush,DB,68182,Nebraska-Omaha,22.356164383561644
19790115,Larry Braziel,DB,90089,USC,24.61917808219178
19790117,Cleveland Jackson,TE,89154,Nevada-Las Vegas,22.6
19790119,Jerry Aldridge,RB,76909,Angelo State (TX),22.63835616438357
19790123,Kelly Kirchbaum,LB,40506,Kentucky,21.898630136986302
19790124,Rich Dimler,DT,90089,USC,22.805479452054797
19790125,Stan Blinka,LB,77341,Sam Houston State (TX),22.024657534246572
19790126,Scott Fitzkee,WR,16802,Penn State,22.082191780821923
19790127,Mike Zele,DT,44242,Kent State (OH),22.846575342465755
19790128,Curtis Anderson,DE,45384,Central State (OH),21.97808219178082
19790130,Mark Bell,WR,80523,Colorado State,21.898630136986302
19790134,Don Bessillieu,DB,30332,Georgia Tech,23.01095890410959
19790135,John Zamberlin,LB,98447,Pacific Lutheran,23.232876712328768
19790136,Ron Springs,RB,43210,Ohio State,22.506849315068493
19790137,Dwaine Board,DE,27411,North Carolina A&T,22.43835616438357
19790138,Ruben Vaughan,DT,80309,Colorado,22.756164383561643
19790139,Steve Kreider,WR,18015,Lehigh (PA),20.98904109589041
19790144,Thomas Lott,RB,73019,Oklahoma,21.767123287671232
