playerId,nameFull,position,teamId,gameId,fumbles,interceptions,sacks,#players-pos-league,#games-pos-league,#fumbles-pos-league,#int-pos-league,#sacks-pos-league
20140682.0,Kerry Hyder,DT,3430.0,47.0,,,8.0,580.0,37418.0,2.0,88.0,3901.0
20120885.0,Tevita Finau,DT,3430.0,8.0,,,2.0,580.0,37418.0,2.0,88.0,3901.0
20100029.0,Kyle Wilson,DB,3430.0,36.0,1.0,,2.0,1104.0,51097.0,283.0,3715.0,841.0
20110094.0,Kenrick Ellis,DT,3430.0,34.0,,,2.0,580.0,37418.0,2.0,88.0,3901.0
20130675.0,Rontez Miles,S,3430.0,76.0,1.0,,,411.0,26572.0,92.0,1926.0,775.0
20140154.0,Jeremiah George,LB,3430.0,61.0,,,4.0,867.0,41106.0,32.0,874.0,4707.0
20140870.0,Jeremy Reeves,DB,3430.0,4.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20130671.0,Troy Davis,LB,3430.0,4.0,,,,867.0,41106.0,32.0,874.0,4707.0
20140210.0,IK Enemkpali,DE,3430.0,22.0,,,6.0,608.0,37394.0,2.0,217.0,9197.0
20140685.0,Zach Thompson,DE,3430.0,6.0,,,,608.0,37394.0,2.0,217.0,9197.0
20140681.0,Anthony Grady,DE,3430.0,4.0,,,,608.0,37394.0,2.0,217.0,9197.0
20080203.0,Andy Studebaker,LB,2200.0,36.0,,,,867.0,41106.0,32.0,874.0,4707.0
20140166.0,Jonathan Newsome,DE,2200.0,46.0,,,20.0,608.0,37394.0,2.0,217.0,9197.0
20140885.0,Henoc Muamba,LB,2200.0,18.0,,,2.0,867.0,41106.0,32.0,874.0,4707.0
20130552.0,Marcus Burley,DB,2200.0,44.0,,2.0,4.0,1104.0,51097.0,283.0,3715.0,841.0
20140585.0,Loucheiz Purifoy,DB,2200.0,24.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20060423.0,Brandon McKinney,DT,2200.0,8.0,,,,580.0,37418.0,2.0,88.0,3901.0
20110681.0,David Sims,S,2200.0,6.0,,,,411.0,26572.0,92.0,1926.0,775.0
20100646.0,Josh Gordy,DB,2200.0,42.0,,4.0,,1104.0,51097.0,283.0,3715.0,841.0
20140579.0,Dewey McDonald,S,2200.0,17.0,,,2.0,411.0,26572.0,92.0,1926.0,775.0
20130715.0,Johnny Adams,DB,2200.0,6.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20140576.0,Zach Kerr,DT,2200.0,135.0,,,16.0,580.0,37418.0,2.0,88.0,3901.0
